company,key,scope,expected_value
reliance,Carriage Outwards,standalone,Not disclosed
reliance,Carriage Outwards,consolidated,Not disclosed
reliance,Legal & Professional Charges,standalone,Not disclosed
reliance,Legal & Professional Charges,consolidated,Not disclosed
reliance,Payments To Auditor,standalone,52
reliance,Payments To Auditor,consolidated,122
reliance,Payment for reimbursement of expenses,standalone,Not disclosed
reliance,Payment for reimbursement of expenses,consolidated,Not disclosed
reliance,Donations Subscriptions,standalone,"1,734"
reliance,Donations Subscriptions,consolidated,"2,756"
reliance,CSR Expenditure,standalone,"1,223"
reliance,CSR Expenditure,consolidated,"2,248"
reliance,Impairment loss on financial assets loans and advances,standalone,Not disclosed
reliance,Impairment loss on financial assets loans and advances,consolidated,Not disclosed
reliance,Provision Bad Doubtful Loans Advances,standalone,Not disclosed
reliance,Provision Bad Doubtful Loans Advances,consolidated,Not disclosed
reliance,Bad Debts Advances Written Off,standalone,Not disclosed
reliance,Bad Debts Advances Written Off,consolidated,Not disclosed
reliance,Interest Expense Borrowings,standalone,"5,187"
reliance,Interest Expense Borrowings,consolidated,"22,050"
reliance,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",standalone,"(6,750)"
reliance,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",consolidated,"(10,267)"
reliance,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,standalone,"37,535"
reliance,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,consolidated,Not disclosed
reliance,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,standalone,Not disclosed
reliance,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,consolidated,Not disclosed
hindalco,Share Premium,standalone,"8,235"
hindalco,Share Premium,consolidated,"8,235"
hindalco,Hedging Reserve,standalone,325
hindalco,Hedging Reserve,consolidated,583
hindalco,Non Current Investments_Unquoted Debentures/Bonds,standalone,Not disclosed
hindalco,Non Current Investments_Unquoted Debentures/Bonds,consolidated,17
hindalco,Non Current Investments_Joint Venture/Partnerships,standalone,165
hindalco,Non Current Investments_Joint Venture/Partnerships,consolidated,7
hindalco,Gross Carrying Value_Furnitures & Fixtures,standalone,231
hindalco,Gross Carrying Value_Furnitures & Fixtures,consolidated,"1,839"
hindalco,Gross Carrying Value_Office Equipments,standalone,403
hindalco,Gross Carrying Value_Office Equipments,consolidated,"1,467"
hindalco,Accumulated Depreciation_Furnitures & Fixtures,standalone,133
hindalco,Accumulated Depreciation_Furnitures & Fixtures,consolidated,"1,201"
hindalco,Accumulated Depreciation_Office Equipments,standalone,235
hindalco,Accumulated Depreciation_Office Equipments,consolidated,913
hindalco,Other CWIP,standalone,Not disclosed
hindalco,Other CWIP,consolidated,Not disclosed
hindalco,Gross Investment Property,standalone,39
hindalco,Gross Investment Property,consolidated,62
hindalco,Loss On Disposal Of Fixed Asset,standalone,Not disclosed
hindalco,Loss On Disposal Of Fixed Asset,consolidated,(486)
hindalco,Fixed Assets Written Off,standalone,Not disclosed
hindalco,Fixed Assets Written Off,consolidated,Not disclosed
hindalco,Sundry Creditors,standalone,"10,553"
hindalco,Sundry Creditors,consolidated,"40,632"
hindalco,Noncurrent Borrowings_Unsecured Loans_Loans and advances from others,standalone,Not disclosed
hindalco,Noncurrent Borrowings_Unsecured Loans_Loans and advances from others,consolidated,Not disclosed
hindalco,"Noncurrent Borrowings_Secured Loans_Deferred payment for acquisition of property, plant and equipment",standalone,Not disclosed
hindalco,"Noncurrent Borrowings_Secured Loans_Deferred payment for acquisition of property, plant and equipment",consolidated,Not disclosed
hindalco,Current Borrowings_Unsecured Loans_Subordinated debts,standalone,Not disclosed
hindalco,Current Borrowings_Unsecured Loans_Subordinated debts,consolidated,Not disclosed
hindalco,Other Noncurrent Liabilities_Other Long Term Liabilities,standalone,967
hindalco,Other Noncurrent Liabilities_Other Long Term Liabilities,consolidated,40
hindalco,Other Noncurrent Liabilities_Total Long Term Liabilities,standalone,967
hindalco,Other Noncurrent Liabilities_Total Long Term Liabilities,consolidated,"1,685"
hindalco,Other Current Liabilities_Revenue received in advance,standalone,263
hindalco,Other Current Liabilities_Revenue received in advance,consolidated,358
hindalco,Other Current Liabilities_Accrued Salary Payable,standalone,Not disclosed
hindalco,Other Current Liabilities_Accrued Salary Payable,consolidated,Not disclosed
hindalco,Other Current Liabilities_Employees Stock Options Outstanding,standalone,Not disclosed
hindalco,Other Current Liabilities_Employees Stock Options Outstanding,consolidated,Not disclosed
hindalco,Short Term Loans And Advances_Other Deposit Assets,standalone,130
hindalco,Short Term Loans And Advances_Other Deposit Assets,consolidated,131
hindalco,Short Term Loans And Advances_Advances to related parties,standalone,81
hindalco,Short Term Loans And Advances_Advances to related parties,consolidated,-
hindalco,Short Term Loans And Advances_Allowance for bad and doubtful loans,standalone,Not disclosed
hindalco,Short Term Loans And Advances_Allowance for bad and doubtful loans,consolidated,Not disclosed
hindalco,Other Current Assets_Advances to related parties,standalone,Not disclosed
hindalco,Other Current Assets_Advances to related parties,consolidated,Not disclosed
hindalco,Other Current Assets_Advances given suppliers,standalone,890
hindalco,Other Current Assets_Advances given suppliers,consolidated,"1,297"
hindalco,Other Current Assets_Export incentives receivables,standalone,Not disclosed
hindalco,Other Current Assets_Export incentives receivables,consolidated,Not disclosed
hindalco,Other Current Assets_Less : Doubtful Advances,standalone,(122)
hindalco,Other Current Assets_Less : Doubtful Advances,consolidated,(131)
hindalco,Authorised Equity Share Capital,standalone,250
hindalco,Authorised Equity Share Capital,consolidated,250
hindalco,Equity Issued,standalone,225
hindalco,Equity Issued,consolidated,225
hindalco,Equity Subscribed fully paid,standalone,225
hindalco,Equity Subscribed fully paid,consolidated,225
hindalco,Equity Forfeited,standalone,-
hindalco,Equity Forfeited,consolidated,-
hindalco,Equity Paid Up,standalone,222
hindalco,Equity Paid Up,consolidated,222
hindalco,Face Value of Share (in Rs),standalone,1
hindalco,Face Value of Share (in Rs),consolidated,1
hindalco,No Of Authorised Equity Shares,standalone,"2,500,000,000"
hindalco,No Of Authorised Equity Shares,consolidated,"2,500,000,000"
hindalco,No Of Issued Equity Shares,standalone,"2,247,780,169"
hindalco,No Of Issued Equity Shares,consolidated,"2,247,780,169"
hindalco,No Of Subscribed Equity Shares Fully Paid,standalone,"2,247,772,772"
hindalco,No Of Subscribed Equity Shares Fully Paid,consolidated,"2,247,772,772"
hindalco,No Of Paid up Equity Shares,standalone,"2,247,226,523"
hindalco,No Of Paid up Equity Shares,consolidated,"2,247,226,523"
hindalco,Number of shares outstanding at beginning of period,standalone,"2,220,623,508"
hindalco,Number of shares outstanding at beginning of period,consolidated,"2,220,623,508"
hindalco,No Of Shares Increase Towards Stock Split,standalone,Not disclosed
hindalco,No Of Shares Increase Towards Stock Split,consolidated,Not disclosed
hindalco,No Of Shares bought back or treasury shares,standalone,"(26,783,115)"
hindalco,No Of Shares bought back or treasury shares,consolidated,"10,466,985"
hindalco,Equity attributable to the equity holders of the parent,consolidated,"123,709"
hindalco,Share Depreciation Joint ventures,consolidated,Not disclosed
hindalco,Total Power & Fuel Expenses,standalone,"8,798"
hindalco,Total Power & Fuel Expenses,consolidated,"14,396"
hindalco,Consumption Of Stores And Spare Parts,standalone,882
hindalco,Consumption Of Stores And Spare Parts,consolidated,"4,827"
hindalco,Brokerage/Commission To Agents,standalone,Not disclosed
hindalco,Brokerage/Commission To Agents,consolidated,Not disclosed
hindalco,Carriage Outwards,standalone,"1,006"
hindalco,Carriage Outwards,consolidated,"8,062"
hindalco,Legal & Professional Charges,standalone,Not disclosed
hindalco,Legal & Professional Charges,consolidated,Not disclosed
hindalco,Payments To Auditor,standalone,7
hindalco,Payments To Auditor,consolidated,92
hindalco,Payment for reimbursement of expenses,standalone,-
hindalco,Payment for reimbursement of expenses,consolidated,2
hindalco,Donations Subscriptions,standalone,263
hindalco,Donations Subscriptions,consolidated,365
hindalco,CSR Expenditure,standalone,64
hindalco,CSR Expenditure,consolidated,Not disclosed
hindalco,Impairment loss on financial assets loans and advances,standalone,34
hindalco,Impairment loss on financial assets loans and advances,consolidated,36
hindalco,Provision Bad Doubtful Loans Advances,standalone,34
hindalco,Provision Bad Doubtful Loans Advances,consolidated,36
hindalco,Bad Debts Advances Written Off,standalone,Not disclosed
hindalco,Bad Debts Advances Written Off,consolidated,-
hindalco,Interest Expense Borrowings,standalone,"1,051"
hindalco,Interest Expense Borrowings,consolidated,"3,875"
hindalco,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",standalone,(130)
hindalco,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",consolidated,"(2,327)"
hindalco,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,standalone,Not disclosed
hindalco,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,consolidated,205
hindalco,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,standalone,30
hindalco,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,consolidated,36
